2015-10-01,Sports,article,645,The New York Times
2015-10-01,Editorial,article,379,The New York Times
2015-10-01,National,article,1006,The New York Times
2015-10-01,Business,article,847,The New York Times
2015-10-01,Business,article,343,The New York Times
2015-10-01,Arts / Art & Design,multimedia,,The New York Times
2015-10-01,National,article,1060,The New York Times
2015-10-01,Foreign,article,1157,The New York Times
2015-10-01,Business,article,923,The New York Times
2015-10-01,Business,article,633,The New York Times
2015-10-01,National,article,1040,The New York Times
2015-10-01,Sports,article,1340,The New York Times
2015-10-01,Business,article,368,The New York Times
2015-10-02,Fashion & Style / Men’s Style,multimedia,22,The New York Times
2015-10-02,Styles,article,388,The New York Times
2015-10-01,National,article,770,The New York Times
2015-10-01,Foreign,article,697,The New York Times
2015-10-01,Real Estate,multimedia,26,The New York Times
2015-10-01,Business,article,1177,The New York Times
2015-10-01,National,article,1163,The New York Times
2015-10-02,Foreign,article,804,The New York Times
2015-10-01,Business,article,917,The New York Times
2015-10-01,Foreign,article,621,The New York Times
2015-10-01,Foreign,article,504,The New York Times
2015-10-01,National,article,375,The New York Times
2015-10-01,Foreign,article,897,The New York Times
2015-10-01,Sports,article,761,The New York Times
2015-10-01,Business,article,1137,The New York Times
2015-10-01,Fashion & Style,multimedia,24,The New York Times
2015-10-01,Styles,article,612,The New York Times
2015-10-01,Foreign,article,1191,The New York Times
2015-10-01,Foreign,article,1178,The New York Times
2015-10-01,Sports,article,870,The New York Times
2015-10-01,Foreign,article,654,The New York Times
2015-10-01,Fashion & Style,multimedia,16,The New York Times
2015-10-02,Styles,article,1323,The New York Times
2015-10-02,Styles,article,394,The New York Times
2015-10-01,National,article,810,The New York Times
2015-10-01,Business,article,385,The New York Times
2015-10-01,Letters,article,239,The New York Times
2015-10-01,Business,article,688,The New York Times
2015-10-01,Styles,article,1933,The New York Times
2015-10-01,National,article,260,The New York Times
2015-10-01,Sports,article,643,The New York Times
2015-10-01,Business,article,679,The New York Times
2015-10-01,Styles,article,892,The New York Times
2015-10-01,Business,article,833,The New York Times
2015-10-01,Sports,article,307,The New York Times
2015-10-01,National,article,1091,The New York Times
2015-10-01,Foreign,article,974,The New York Times
2015-10-02,Weekend,article,359,The New York Times
2015-10-01,Styles,article,1469,The New York Times
2015-10-01,Business,article,635,The New York Times
2015-10-01,Sports,article,670,The New York Times
2015-10-01,Business,article,610,The New York Times
2015-10-01,National,article,770,The New York Times
2015-10-01,Metro,article,1200,The New York Times
2015-10-01,Styles,article,645,The New York Times
2015-10-01,Styles,article,515,The New York Times
2015-10-01,Sports,article,439,The New York Times
2015-10-01,National,article,713,The New York Times
2015-10-01,Foreign,article,116,The New York Times
2015-10-01,Business,article,320,The New York Times
2015-10-01,Business,article,1262,The New York Times
2015-10-01,Metro,article,681,The New York Times
2015-10-01,Foreign,article,391,The New York Times
2015-10-01,Styles,article,822,The New York Times
2015-10-01,Business,article,210,The New York Times
2015-10-01,Metro,article,481,The New York Times
2015-10-01,Culture,article,555,The New York Times
2015-10-01,Culture,article,416,The New York Times
2015-10-01,Culture,article,1118,The New York Times
2015-10-01,Culture,article,986,The New York Times
2015-10-01,Culture,article,1209,The New York Times
2015-10-02,Fashion & Style / Men’s Style,multimedia,15,The New York Times
2015-10-01,Culture,article,1314,The New York Times
2015-10-01,Culture,article,556,The New York Times
2015-10-01,Culture,article,270,The New York Times
2015-10-02,Styles,article,376,The New York Times
2015-10-01,Business,article,460,The New York Times
2015-10-01,Culture,article,362,The New York Times
2015-10-01,Culture,article,424,The New York Times
2015-10-01,Culture,article,398,The New York Times
2015-10-01,Culture,article,393,The New York Times
2015-10-01,National,article,549,The New York Times
2015-10-01,Culture,article,402,The New York Times
2015-10-01,Business,article,562,The New York Times
2015-10-01,Dining,article,558,The New York Times
2015-10-01,National,article,42,The New York Times
2015-10-01,Foreign,article,1164,The New York Times
2015-10-01,Foreign,article,637,The New York Times
2015-10-01,Business,article,802,The New York Times
2015-10-01,National,article,469,The New York Times
2015-10-01,Foreign,article,660,The New York Times
2015-10-01,Fashion & Style,multimedia,14,The New York Times
2015-10-01,Styles,article,607,The New York Times
2015-10-01,Sports,article,739,The New York Times
2015-10-01,Styles,article,411,The New York Times
2015-10-01,Foreign,article,688,The New York Times
2015-10-01,Foreign,article,172,The New York Times
2015-10-01,Business,article,340,The New York Times
2015-10-01,Foreign,article,720,The New York Times
2015-10-01,National,article,111,The New York Times
2015-10-01,Foreign,article,90,The New York Times
2015-10-01,National,article,130,The New York Times
2015-10-01,Culture,article,465,The New York Times
2015-10-01,National,article,161,The New York Times
2015-10-01,National,article,109,The New York Times
2015-10-01,Business,article,585,The New York Times
2015-10-01,Foreign,article,106,The New York Times
2015-10-01,Business,article,312,The New York Times
2015-10-01,Sports,article,377,The New York Times
2015-10-01,Upshot,article,851,The New York Times
2015-10-01,National,article,458,The New York Times
2015-10-01,Foreign,article,757,The New York Times
2015-10-01,Business,article,267,The New York Times
2015-10-01,Foreign,article,539,The New York Times
2015-10-01,Sports,article,797,The New York Times
2015-10-01,Foreign,article,1654,The New York Times
2015-10-01,Business,article,1265,The New York Times
2015-10-01,Metro,article,547,The New York Times
2015-10-01,National,article,462,The New York Times
2015-10-01,Sports,article,744,The New York Times
2015-10-01,Business,article,843,The New York Times
2015-10-01,Sports,article,1052,The New York Times
2015-10-01,Metro,article,685,The New York Times
2015-10-01,Business,article,1131,The New York Times
2015-10-01,Business,article,501,The New York Times
2015-10-01,National,article,1009,The New York Times
2015-10-01,National,article,121,The New York Times
2015-10-01,National,article,1371,The New York Times
2015-10-02,Weekend,article,406,The New York Times
2015-10-01,Foreign,article,105,The New York Times
2015-10-02,National,article,558,The New York Times
2015-10-01,Business,article,477,The New York Times
2015-10-01,Metro,article,848,The New York Times
2015-10-01,T Magazine,multimedia,17,The New York Times
2015-10-01,Editorial,article,565,The New York Times
2015-10-01,OpEd,article,1426,The New York Times
2015-10-01,TStyle,article,49,The New York Times
2015-10-01,Metro,article,727,The New York Times
2015-10-01,TStyle,article,380,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,6,The New York Times
2015-10-01,NYT Now,multimedia,12,The New York Times
2015-10-01,Letters,article,569,The New York Times
2015-10-01,NYTNow,article,745,The New York Times
2015-10-01,T Magazine,multimedia,16,The New York Times
2015-10-01,T Magazine,multimedia,13,The New York Times
2015-10-01,OpEd,article,889,The New York Times
2015-10-01,TStyle,article,684,The New York Times
2015-10-01,TStyle,article,805,The New York Times
2015-10-01,Travel,article,1552,The New York Times
2015-10-01,OpEd,article,1088,The New York Times
2015-10-01,Media,article,639,The New York Times
2015-10-01,Letters,article,104,The New York Times
2015-10-01,Metro,article,987,The New York Times
2015-10-01,Styles,article,529,The New York Times
2015-10-01,National,article,1009,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,5,The New York Times
2015-10-01,T Magazine,multimedia,11,The New York Times
2015-10-01,Editorial,article,589,The New York Times
2015-10-01,Styles,article,391,The New York Times
2015-10-01,NYT Now,multimedia,10,The New York Times
2015-10-01,T Magazine,multimedia,15,The New York Times
2015-10-01,T Magazine,multimedia,11,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,7,The New York Times
2015-10-01,T Magazine,multimedia,16,The New York Times
2015-10-01,Blogs,multimedia,8,The New York Times
2015-10-01,Summary,article,52,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,7,The New York Times
2015-10-01,T Magazine,multimedia,14,The New York Times
2015-10-01,OpEd,article,920,The New York Times
2015-10-01,TStyle,article,81,The New York Times
2015-10-01,T Magazine,multimedia,16,The New York Times
2015-10-01,Sports,article,1059,The New York Times
2015-10-01,Letters,article,345,The New York Times
2015-10-01,Travel,article,701,The New York Times
2015-10-01,Sports,article,62,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,4,The New York Times
2015-10-01,Blogs,multimedia,17,The New York Times
2015-10-01,Culture,article,713,The New York Times
2015-10-01,OpEd,article,806,The New York Times
2015-10-01,NYTNow,article,1191,The New York Times
2015-10-01,TStyle,article,37,The New York Times
2015-10-01,Editorial,article,461,The New York Times
2015-10-01,TStyle,article,42,The New York Times
2015-10-01,NODESK,article,1495,The New York Times
2015-10-01,Business,article,1192,The New York Times
2015-10-01,TStyle,article,158,The New York Times
2015-10-01,U.S.,multimedia,,The New York Times
2015-10-01,N.Y. / Region,multimedia,,The New York Times
2015-10-01,Fashion & Style,multimedia,,The New York Times
2015-10-01,Blogs,multimedia,17,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,5,The New York Times
2015-10-01,Blogs,multimedia,33,The New York Times
2015-10-01,Summary,article,333,The New York Times
2015-10-01,TStyle,article,379,The New York Times
2015-10-01,National,article,948,The New York Times
2015-10-01,Business Day,multimedia,,The New York Times
2015-10-01,T Magazine,multimedia,,The New York Times
2015-10-01,Fashion & Style / Women's Runway,multimedia,7,The New York Times
2015-10-01,Business Day,multimedia,,The New York Times
2015-10-01,Business Day / Media,multimedia,,The New York Times
2015-10-01,OpEd,article,799,The New York Times
2015-10-01,Culture,article,188,The New York Times
2015-10-01,TStyle,article,621,The New York Times
2015-10-01,TStyle,article,450,The New York Times
2015-10-01,,blogpost,231,The New York Times
2015-10-02,National,article,996,The New York Times
2015-10-01,,blogpost,777,The New York Times
2015-10-01,OpEd,blogpost,2291,The New York Times
2015-10-01,,blogpost,2199,The New York Times
2015-10-02,Foreign,article,1073,The New York Times
2015-10-01,,blogpost,292,The New York Times
2015-10-01,Foreign,blogpost,748,The New York Times
2015-10-02,Business,article,931,The New York Times
2015-10-02,Styles,article,653,The New York Times
2015-10-01,,blogpost,516,The New York Times
2015-10-02,Business,article,454,The New York Times
2015-10-01,Culture,article,1365,The New York Times
2015-10-01,Culture,article,1503,The New York Times
2015-10-01,Culture,article,1136,The New York Times
2015-10-01,Science,blogpost,276,The New York Times
2015-10-01,Culture,article,990,The New York Times
2015-10-02,OpEd,article,965,The New York Times
2015-10-01,Culture,blogpost,158,The New York Times
2015-10-02,National,article,1038,The New York Times
2015-10-02,Upshot,article,867,The New York Times
2015-10-02,National,article,1098,The New York Times
2015-10-02,OpEd,article,1026,The New York Times
2015-10-01,,blogpost,1826,The New York Times
2015-10-02,Sports,article,1196,The New York Times
2015-10-02,Weekend,article,969,The New York Times
2015-10-02,Upshot,article,854,The New York Times
2015-10-02,Business,article,1091,The New York Times
2015-10-02,Foreign,article,468,The New York Times
2015-10-02,Foreign,article,1175,The New York Times
2015-10-02,Business,article,627,The New York Times
2015-10-02,Sports,article,883,The New York Times
2015-10-01,Politics,blogpost,1309,The New York Times
2015-10-02,Foreign,article,534,The New York Times
2015-10-02,OpEd,article,933,The New York Times
2015-10-01,Politics,blogpost,0,The New York Times
2015-10-02,Culture,article,1156,The New York Times
2015-10-02,OpEd,article,892,The New York Times
2015-10-01,Culture,article,648,The New York Times
2015-10-01,Metro,blogpost,276,The New York Times
2015-10-02,Business,article,428,The New York Times
2015-10-01,Politics,blogpost,498,The New York Times
2015-10-01,Business,blogpost,207,The New York Times
2015-10-01,Theater,multimedia,34,The New York Times
2015-10-01,Business,blogpost,209,The New York Times
2015-10-02,Sports,article,419,The New York Times
2015-10-02,Business,article,1299,The New York Times
2015-10-01,Foreign,blogpost,112,The New York Times
2015-10-02,Business,article,621,The New York Times
2015-10-02,Business,article,861,The New York Times
2015-10-02,Metro,article,990,The New York Times
2015-10-01,World / Middle East,multimedia,26,The New York Times
2015-10-02,Business,article,331,The New York Times
2015-10-01,Science,blogpost,1353,The New York Times
2015-10-01,World / Asia Pacific,multimedia,20,The New York Times
2015-10-02,Sports,article,496,The New York Times
2015-10-01,Politics,blogpost,560,The New York Times
2015-10-02,Foreign,article,639,The New York Times
2015-10-01,Culture,blogpost,264,The New York Times
2015-10-02,Foreign,article,638,The New York Times
2015-10-01,Business,blogpost,342,The New York Times
2015-10-01,World / Europe,multimedia,22,The New York Times
2015-10-02,Foreign,article,1167,The New York Times
2015-10-02,Weekend,article,454,The New York Times
2015-10-02,Sports,article,1247,The New York Times
2015-10-01,OpEd,blogpost,72,The New York Times
2015-10-02,Business,article,556,The New York Times
2015-10-01,Science,blogpost,1282,The New York Times
2015-10-02,Sports,article,2104,The New York Times
2015-10-02,National,article,1138,The New York Times
2015-10-02,Business,article,1074,The New York Times
2015-10-02,National,article,1372,The New York Times
2015-10-01,Politics,blogpost,376,The New York Times
2015-10-01,Culture,blogpost,111,The New York Times
2015-10-01,Politics,blogpost,343,The New York Times
2015-10-01,Science,blogpost,896,The New York Times
2015-10-02,Metro,article,1311,The New York Times
2015-10-02,Styles,article,1202,The New York Times
2015-10-01,U.S.,multimedia,25,The New York Times
2015-10-02,Foreign,article,323,The New York Times
2015-10-01,Culture,blogpost,316,The New York Times
2015-10-02,Metro,article,1003,The New York Times
2015-10-02,Styles,article,1104,The New York Times
2015-10-02,Sports,article,334,The New York Times
2015-10-01,World / Middle East,multimedia,26,The New York Times
2015-10-01,Foreign,blogpost,108,The New York Times
2015-10-01,OpEd,blogpost,137,The New York Times
2015-10-01,U.S. / Politics,multimedia,29,The New York Times
2015-10-02,Weekend,article,1313,The New York Times
2015-10-01,U.S. / Politics,multimedia,27,The New York Times
2015-10-02,Editorial,article,461,The New York Times
2015-10-02,Metro,article,1733,The New York Times
2015-10-01,World / Europe,multimedia,31,The New York Times
2015-10-02,Foreign,article,1230,The New York Times
2015-10-02,Business,article,696,The New York Times
2015-10-02,Business,article,222,The New York Times
2015-10-01,OpEd,blogpost,289,The New York Times
2015-10-01,Politics,blogpost,784,The New York Times
2015-10-01,Culture,blogpost,238,The New York Times
2015-10-02,Business,article,804,The New York Times
2015-10-02,Weekend,article,1215,The New York Times
2015-10-02,Foreign,article,639,The New York Times
2015-10-01,N.Y. / Region,multimedia,23,The New York Times
2015-10-02,Styles,article,822,The New York Times
2015-10-02,Metro,article,661,The New York Times
2015-10-02,Business,article,715,The New York Times
2015-10-01,Business,blogpost,478,The New York Times
2015-10-01,,blogpost,789,The New York Times
2015-10-02,Business,article,384,The New York Times
2015-10-01,OpEd,blogpost,1058,The New York Times
2015-10-02,National,article,1757,The New York Times
2015-10-02,Business,article,725,The New York Times
2015-10-02,National,article,890,The New York Times
2015-10-02,Business,article,655,The New York Times
2015-10-01,,blogpost,1519,The New York Times
2015-10-02,Business,article,988,The New York Times
2015-10-01,Fashion & Style,multimedia,27,The New York Times
2015-10-02,Weekend,article,550,The New York Times
2015-10-02,Weekend,article,427,The New York Times
2015-10-02,Weekend,article,285,The New York Times
2015-10-01,Multimedia/Photos,multimedia,19,The New York Times
2015-10-02,National,article,1378,The New York Times
2015-10-02,Culture,article,254,The New York Times
2015-10-01,Movies,multimedia,11,The New York Times
2015-10-02,National,article,970,The New York Times
2015-10-02,Metro,article,1000,The New York Times
2015-10-01,World / Middle East,multimedia,32,The New York Times
2015-10-01,U.S. / Politics,multimedia,26,The New York Times
2015-10-02,Sports,article,452,The New York Times
2015-10-02,National,article,776,The New York Times
2015-10-01,Movies,multimedia,10,The New York Times
2015-10-01,Styles,blogpost,667,The New York Times
2015-10-01,Politics,blogpost,399,The New York Times
2015-10-01,U.S.,multimedia,19,The New York Times
2015-10-02,Weekend,article,513,The New York Times
2015-10-02,Styles,article,1127,The New York Times
2015-10-02,Weekend,article,424,The New York Times
2015-10-02,Weekend,article,1006,The New York Times
2015-10-02,Styles,article,643,The New York Times
2015-10-02,National,article,354,The New York Times
2015-10-02,Foreign,article,807,The New York Times
2015-10-01,Movies,multimedia,16,The New York Times
2015-10-02,Weekend,article,401,The New York Times
2015-10-02,Business,article,397,The New York Times
2015-10-02,Weekend,article,539,The New York Times
2015-10-02,National,article,1089,The New York Times
2015-10-02,Sports,article,1239,The New York Times
2015-10-01,Movies,multimedia,8,The New York Times
2015-10-02,Weekend,article,317,The New York Times
2015-10-01,Movies,multimedia,8,The New York Times
2015-10-01,,blogpost,13,The New York Times
2015-10-02,Weekend,article,1002,The New York Times
2015-10-02,Weekend,article,306,The New York Times
2015-10-02,U.S.,multimedia,19,The New York Times
2015-10-01,U.S.,multimedia,12,The New York Times
2015-10-02,Sports,article,909,The New York Times
2015-10-01,Culture,blogpost,284,The New York Times
2015-10-02,Weekend,article,450,The New York Times
2015-10-02,Weekend,article,351,The New York Times
2015-10-01,Culture,blogpost,272,The New York Times
2015-10-02,Weekend,article,585,The New York Times
2015-10-01,Politics,blogpost,197,The New York Times
2015-10-02,Weekend,article,732,The New York Times
2015-10-02,Weekend,article,631,The New York Times
2015-10-02,Weekend,article,1548,The New York Times
2015-10-02,Weekend,article,509,The New York Times
2015-10-02,Weekend,article,398,The New York Times
2015-10-02,Business,article,975,The New York Times
2015-10-01,Arts / Dance,multimedia,27,The New York Times
2015-10-01,U.S.,multimedia,19,The New York Times
2015-10-02,Weekend,article,1603,The New York Times
2015-10-02,Sports,article,752,The New York Times
2015-10-02,Weekend,article,3246,The New York Times
2015-10-02,Weekend,article,481,The New York Times
2015-10-02,Weekend,article,1837,The New York Times
2015-10-02,Weekend,article,7103,The New York Times
2015-10-02,Weekend,article,230,The New York Times
2015-10-02,Weekend,article,3074,The New York Times
2015-10-02,Weekend,article,1201,The New York Times
2015-10-02,Weekend,article,3362,The New York Times
2015-10-02,Weekend,article,1301,The New York Times
2015-10-02,Weekend,article,254,The New York Times
2015-10-02,Weekend,article,611,The New York Times
2015-10-01,U.S.,multimedia,20,The New York Times
2015-10-02,Weekend,article,241,The New York Times
2015-10-02,Weekend,article,5082,The New York Times
2015-10-02,Weekend,article,1769,The New York Times
2015-10-02,Weekend,article,234,The New York Times
2015-10-02,Styles,article,453,The New York Times
2015-10-02,Weekend,article,280,The New York Times
2015-10-02,Weekend,article,315,The New York Times
2015-10-02,National,article,1098,The New York Times
2015-10-02,Weekend,article,275,The New York Times
2015-10-02,Business,article,1350,The New York Times
2015-10-02,Weekend,article,295,The New York Times
2015-10-02,Culture,article,1036,The New York Times
2015-10-02,National,article,473,The New York Times
2015-10-02,National,article,764,The New York Times
2015-10-02,Weekend,article,232,The New York Times
2015-10-02,Weekend,article,255,The New York Times
2015-10-02,National,article,136,The New York Times
2015-10-02,Foreign,article,586,The New York Times
2015-10-02,Weekend,article,898,The New York Times
2015-10-02,National,article,111,The New York Times
2015-10-02,Weekend,article,725,The New York Times
2015-10-02,Fashion & Style / Men’s Style,multimedia,,The New York Times
2015-10-02,Weekend,article,659,The New York Times
2015-10-02,Foreign,article,686,The New York Times
2015-10-02,Business,article,138,The New York Times
2015-10-02,Sports,article,330,The New York Times
2015-10-02,Business,article,727,The New York Times
2015-10-01,N.Y. / Region,multimedia,17,The New York Times
2015-10-02,Foreign,article,309,The New York Times
2015-10-02,Foreign,article,1088,The New York Times
2015-10-02,Business,article,1333,The New York Times
2015-10-02,Foreign,article,84,The New York Times
2015-10-02,National,article,1163,The New York Times
2015-10-02,Business,article,904,The New York Times
2015-10-02,Foreign,article,134,The New York Times
2015-10-02,Foreign,article,1465,The New York Times
2015-10-02,Sports,article,1012,The New York Times
2015-10-02,Metro,article,1383,The New York Times
2015-10-02,Foreign,article,1046,The New York Times
2015-10-02,Foreign,article,106,The New York Times
2015-10-02,Foreign,article,642,The New York Times
2015-10-02,Business,article,965,The New York Times
2015-10-02,National,article,995,The New York Times
2015-10-02,Foreign,article,1372,The New York Times
2015-10-02,Sports,article,925,The New York Times
2015-10-02,Business,article,1473,The New York Times
2015-10-02,Foreign,article,143,The New York Times
2015-10-02,Metro,article,549,The New York Times
2015-10-02,Sports,article,1079,The New York Times
2015-10-02,Business,article,1038,The New York Times
2015-10-02,Sports,article,514,The New York Times
2015-10-02,Weekend,article,611,The New York Times
2015-10-01,Business,blogpost,184,The New York Times
2015-10-02,National,article,468,The New York Times
2015-10-02,Sports,article,942,The New York Times
2015-10-02,National,article,99,The New York Times
2015-10-02,National,article,190,The New York Times
2015-10-02,National,article,108,The New York Times
2015-10-02,Sports,article,577,The New York Times
2015-10-02,Sports,article,303,The New York Times
2015-10-02,National,article,388,The New York Times
2015-10-02,Fashion & Style / Women's Runway,multimedia,7,The New York Times
2015-10-02,U.S.,multimedia,,The New York Times
2015-10-02,Fashion & Style / Women's Runway,multimedia,3,The New York Times
2015-10-02,Letters,article,218,The New York Times
2015-10-02,Travel,article,515,The New York Times
2015-10-02,Insider,article,183,The New York Times
2015-10-02,Insider,article,139,The New York Times
2015-10-02,Styles,article,769,The New York Times
2015-10-02,Fashion & Style,multimedia,9,The New York Times
2015-10-02,Blogs,multimedia,8,The New York Times
2015-10-02,Letters,article,149,The New York Times
2015-10-02,Weekend,article,510,The New York Times
2015-10-02,NYT Now,multimedia,10,The New York Times
2015-10-02,T Magazine,multimedia,12,The New York Times
2015-10-02,Fashion & Style / Women's Runway,multimedia,4,The New York Times
2015-10-02,OpEd,article,804,The New York Times
2015-10-02,Letters,article,162,The New York Times
2015-10-02,Insider,article,393,The New York Times
2015-10-02,Editorial,article,536,The New York Times
2015-10-02,OpEd,article,770,The New York Times
2015-10-02,OpEd,article,809,The New York Times
2015-10-02,TStyle,article,320,The New York Times
2015-10-02,TStyle,article,46,The New York Times
2015-10-02,Sports,article,57,The New York Times
2015-10-02,Sports,article,112,The New York Times
2015-10-02,Editorial,article,519,The New York Times
2015-10-02,Letters,article,93,The New York Times
2015-10-02,T Magazine,multimedia,15,The New York Times
2015-10-02,NYT Now,multimedia,18,The New York Times
2015-10-02,N.Y. / Region,multimedia,12,The New York Times
2015-10-02,OpEd,article,884,The New York Times
2015-10-02,Styles,article,325,The New York Times
2015-10-02,Sports,article,520,The New York Times
2015-10-02,T Magazine,multimedia,,The New York Times
2015-10-02,T Magazine,multimedia,17,The New York Times
2015-10-02,Sports,article,42,The New York Times
2015-10-02,Sports,article,110,The New York Times
2015-10-02,Summary,article,38,The New York Times
2015-10-02,TStyle,article,370,The New York Times
2015-10-02,TStyle,article,527,The New York Times
2015-10-02,Weekend,article,1001,The New York Times
2015-10-02,U.S.,multimedia,,The New York Times
2015-10-02,Styles,article,447,The New York Times
2015-10-02,Business Day,multimedia,29,The New York Times
2015-10-02,World / Europe,multimedia,,The New York Times
2015-10-02,Weekend,article,721,The New York Times
2015-10-02,TStyle,article,354,The New York Times
2015-10-02,Culture,article,489,The New York Times
2015-10-02,TStyle,article,307,The New York Times
2015-10-02,TStyle,article,29,The New York Times
2015-10-02,Metro,article,1120,The New York Times
2015-10-02,T Magazine,multimedia,14,The New York Times
2015-10-02,T Magazine,multimedia,,The New York Times
2015-10-02,Letters,article,436,The New York Times
2015-10-02,Culture,article,170,The New York Times
2015-10-02,TStyle,article,32,The New York Times
2015-10-02,NYTNow,article,794,The New York Times
2015-10-02,TStyle,article,501,The New York Times
2015-10-02,Insider,article,123,The New York Times
2015-10-02,Travel,article,859,The New York Times
2015-10-02,TStyle,article,439,The New York Times
2015-10-02,Summary,article,602,The New York Times
2015-10-02,Weekend,article,494,The New York Times
2015-10-02,Weekend,article,518,The New York Times
2015-10-02,Sports,article,49,The New York Times
2015-10-02,U.S.,multimedia,19,The New York Times
2015-10-02,T Magazine,multimedia,12,The New York Times
2015-10-02,Fashion & Style / Women's Runway,multimedia,8,The New York Times
2015-10-02,Fashion & Style / Women's Runway,multimedia,5,The New York Times
2015-10-02,Travel,multimedia,,The New York Times
2015-10-02,Sports,article,68,The New York Times
2015-10-02,Sports,article,300,The New York Times
2015-10-02,Fashion & Style / Women's Runway,multimedia,6,The New York Times
2015-10-02,NYT Now,multimedia,12,The New York Times
2015-10-02,Fashion & Style,multimedia,,The New York Times
2015-10-02,Fashion & Style,multimedia,,The New York Times
2015-10-02,Letters,article,389,The New York Times
2015-10-02,NYTNow,article,1143,The New York Times
2015-10-02,Science,article,237,The New York Times
2015-10-02,,blogpost,208,The New York Times
2015-10-02,OpEd,blogpost,1704,The New York Times
2015-10-02,Blogs,multimedia,28,The New York Times
2015-10-02,,blogpost,187,The New York Times
2015-10-02,,blogpost,451,The New York Times
2015-10-02,Science,blogpost,389,The New York Times
2015-10-02,Science,blogpost,3,The New York Times
2015-10-02,,blogpost,2116,The New York Times
2015-10-02,,blogpost,838,The New York Times
2015-10-02,Culture,blogpost,25,The New York Times
2015-10-02,,blogpost,1595,The New York Times
2015-10-02,Metro,blogpost,71,The New York Times
2015-10-02,Politics,blogpost,246,The New York Times
2015-10-02,Business,blogpost,197,The New York Times
2015-10-02,U.S.,multimedia,27,The New York Times
2015-10-02,Foreign,blogpost,179,The New York Times
2015-10-02,OpEd,blogpost,233,The New York Times
2015-10-02,Culture,blogpost,745,The New York Times
2015-10-02,OpEd,blogpost,273,The New York Times
2015-10-02,World / Europe,multimedia,29,The New York Times
2015-10-02,World / Middle East,multimedia,30,The New York Times
2015-10-02,World / Middle East,multimedia,27,The New York Times
2015-10-02,Science,blogpost,231,The New York Times
2015-10-02,T Magazine,multimedia,23,The New York Times
2015-10-02,World / Middle East,multimedia,22,The New York Times
2015-10-02,Styles,blogpost,338,The New York Times
2015-10-02,Foreign,blogpost,1377,The New York Times
2015-10-02,World / Europe,multimedia,32,The New York Times
2015-10-02,Fashion & Style,multimedia,9,The New York Times
2015-10-02,OpEd,blogpost,454,The New York Times
2015-10-02,Foreign,blogpost,130,The New York Times
2015-10-02,T Magazine,multimedia,19,The New York Times
2015-10-02,Culture,blogpost,204,The New York Times
2015-10-02,Styles,blogpost,702,The New York Times
2015-10-02,World / Europe,multimedia,36,The New York Times
2015-10-02,Food,multimedia,12,The New York Times
2015-10-02,Politics,blogpost,409,The New York Times
2015-10-02,Science / Environment,multimedia,19,The New York Times
2015-10-02,World / Middle East,multimedia,30,The New York Times
2015-10-02,U.S. / Politics,multimedia,31,The New York Times
2015-10-02,Politics,blogpost,535,The New York Times
2015-10-02,OpEd,blogpost,387,The New York Times
